time,open,high,low,close,volume
2010-01-04,14.45,14.45,14.45,14.45,3200
2010-01-05,15.42,15.42,15.42,15.42,8000
2010-01-06,16.48,16.48,16.48,16.48,8600
2010-01-07,17.59,17.59,16.85,17.59,162900
2010-01-08,18.69,18.79,17.54,18.69,125500
2010-01-11,18.93,18.93,18.0,18.0,57600
2010-01-12,18.93,18.93,17.17,17.36,13600
2010-01-13,18.46,18.46,16.39,17.31,89100
2010-01-14,17.63,17.86,17.08,17.68,69100
2010-01-15,17.68,17.77,16.48,17.54,28500
2010-01-18,16.85,17.96,15.69,17.96,29600
2010-01-19,17.49,17.49,16.53,17.49,45900
2010-01-20,18.37,18.37,17.54,17.91,50300
2010-01-21,19.16,19.34,17.54,17.77,62300
2010-01-22,17.77,18.69,17.54,18.05,50000
2010-01-25,17.36,18.46,17.31,18.09,55700
2010-01-26,18.46,19.16,18.14,18.83,67000
2010-01-27,19.39,19.57,17.63,18.46,45600
2010-01-28,17.59,18.74,17.54,18.74,64200
2010-01-29,18.69,18.69,18.0,18.42,13100
2010-02-01,19.3,19.3,18.14,18.14,11900
2010-02-02,18.37,18.37,17.54,18.0,53300
2010-02-03,17.91,18.09,17.77,17.77,15700
2010-02-04,18.19,18.46,18.0,18.0,40300
2010-02-05,18.42,18.46,17.54,18.19,23400
2010-02-08,17.08,18.09,17.08,17.96,26700
2010-02-09,17.86,18.28,17.68,18.0,30300
2010-02-10,18.46,19.06,18.42,19.06,48000
2010-02-11,19.02,19.8,19.02,19.53,32600
2010-02-12,19.53,20.08,19.43,19.85,17700
2010-02-22,20.77,20.77,19.48,20.08,4400
2010-02-23,19.85,19.85,19.16,19.71,10700
2010-02-24,19.02,20.08,19.02,20.03,9400
2010-02-25,19.76,19.9,19.76,19.76,22600
2010-02-26,19.53,19.85,19.53,19.85,10600
2010-03-01,20.77,21.05,19.85,21.05,44200
2010-03-02,22.02,22.02,22.02,22.02,8800
2010-03-03,23.54,23.54,23.54,23.54,15800
2010-03-04,25.16,25.16,25.16,25.16,11700
2010-03-05,26.91,26.91,23.4,24.23,432600
2010-03-08,24.23,25.71,23.96,23.96,146800
2010-03-09,22.66,24.56,22.62,24.46,93200
2010-03-10,24.46,25.43,23.77,25.43,106700
2010-03-11,25.07,25.39,23.82,24.46,40800
2010-03-12,24.65,24.65,23.31,24.0,85800
2010-03-15,23.73,23.73,22.43,22.43,61500
2010-03-16,22.16,22.66,21.1,21.1,113000
2010-03-17,21.28,22.16,21.0,21.79,71900
2010-03-18,21.56,22.34,21.23,22.16,40900
2010-03-19,22.25,22.39,21.83,22.06,19400
2010-03-22,22.16,22.39,20.5,21.14,42900
2010-03-23,20.86,20.86,20.08,20.54,22700
2010-03-24,21.23,21.23,20.45,20.96,17800
2010-03-25,19.48,20.08,19.39,19.76,43700
2010-03-26,19.94,20.31,19.39,20.03,45800
2010-03-29,20.31,21.19,19.85,21.19,86800
2010-03-30,21.28,21.51,21.05,21.1,41300
2010-03-31,21.19,21.23,20.17,20.22,17000
2010-04-01,19.66,20.45,19.53,20.31,24300
2010-04-02,20.45,20.77,20.31,20.77,34300
2010-04-05,20.77,21.19,20.5,20.73,38900
2010-04-06,21.0,21.0,19.8,20.03,20400
2010-04-07,20.08,20.73,20.08,20.31,35500
2010-04-08,20.08,21.46,20.08,21.37,102600
2010-04-09,22.16,22.43,22.16,22.43,137800
2010-04-12,22.66,23.54,22.43,22.8,114900
2010-04-13,23.08,23.08,21.7,22.11,40200
2010-04-14,21.7,23.31,21.7,23.03,165300
2010-04-15,23.77,24.19,23.77,24.19,204600
2010-04-16,25.85,25.85,24.23,24.42,95100
2010-04-19,23.82,24.0,23.26,23.31,47700
2010-04-20,24.0,24.0,23.13,23.59,88300
2010-04-21,23.54,24.46,23.54,24.23,123400
2010-04-22,24.46,25.57,24.23,25.34,157900
2010-04-26,24.83,24.83,23.03,23.5,199500
2010-04-27,24.0,24.33,23.26,24.28,80500
2010-04-28,24.7,25.34,24.0,25.34,210100
2010-04-29,25.48,26.63,24.93,26.08,156500
2010-05-04,25.39,26.17,24.7,25.62,122900
2010-05-05,25.48,26.31,24.93,26.08,85000
2010-05-06,26.08,26.82,25.9,26.77,98500
2010-05-07,26.54,26.77,25.39,26.4,133900
2010-05-10,26.08,26.08,25.02,25.02,55100
2010-05-11,26.17,26.96,26.17,26.96,151200
2010-05-12,28.67,28.67,26.77,28.62,245400
2010-05-13,27.47,28.39,26.5,27.7,100000
2010-05-14,27.56,28.62,26.77,27.93,30100
2010-05-17,28.39,28.39,25.71,25.71,102400
2010-05-18,25.07,26.77,25.02,25.02,120200
2010-05-19,26.31,26.54,23.63,25.16,109800
2010-05-20,24.46,25.85,24.46,25.62,33300
2010-05-21,25.53,25.53,23.82,23.82,17200
2010-05-24,25.34,25.34,23.77,23.77,8400
2010-05-25,23.54,23.54,23.4,23.4,14800
2010-05-26,23.45,25.07,23.45,23.77,108400
2010-05-27,25.11,25.11,24.0,24.7,5800
2010-05-28,25.8,26.27,25.76,26.03,82600
2010-05-31,26.31,26.31,24.37,24.7,48200
2010-06-01,25.34,27.1,25.34,27.1,183000
2010-06-02,26.82,28.67,26.82,28.67,58000
2010-06-03,30.37,30.42,30.37,30.42,2100
2010-06-04,32.54,32.54,28.3,30.42,81400
2010-06-07,29.08,29.08,27.0,27.0,26200
2010-06-08,26.31,28.62,25.39,27.23,154900
2010-06-09,27.7,28.43,26.77,27.47,39000
2010-06-10,25.67,27.56,25.67,27.56,60200
2010-06-11,28.53,28.53,27.23,27.28,40400
2010-06-14,26.45,26.45,26.08,26.08,46800
2010-06-15,26.73,26.73,24.33,25.07,130600
2010-06-16,25.85,26.63,23.31,24.46,49300
2010-06-17,24.7,25.85,24.7,25.39,49600
2010-06-18,24.93,25.76,24.93,24.93,8200
2010-06-21,25.62,25.62,24.46,24.65,33200
2010-06-22,24.74,24.74,23.54,24.0,37700
2010-06-23,23.77,24.46,23.63,23.86,74900
2010-06-24,24.0,24.05,23.54,24.0,91800
2010-06-25,24.23,24.23,23.86,23.86,42400
2010-06-28,23.96,23.96,23.54,23.59,49200
2010-06-29,23.54,24.0,23.31,23.96,127800
2010-06-30,23.31,23.63,22.39,23.4,27300
2010-07-01,23.54,23.54,22.85,23.08,35100
2010-07-02,23.54,23.54,22.94,23.08,22200
2010-07-05,23.31,23.31,22.99,23.17,27500
2010-07-06,23.36,23.36,22.16,22.34,38300
2010-07-07,23.5,23.5,21.33,21.97,19500
2010-07-08,23.31,23.63,22.11,22.11,19000
2010-07-09,22.39,22.53,22.16,22.39,12800
2010-07-12,23.45,23.45,21.93,22.34,12500
2010-07-13,22.8,23.08,22.2,23.08,80500
2010-07-14,24.19,24.28,22.76,23.08,47700
2010-07-15,23.08,23.08,22.62,22.62,23700
2010-07-16,22.62,23.96,22.62,22.85,14800
2010-07-19,22.8,22.85,22.39,22.8,38800
2010-07-20,22.62,23.08,21.97,22.57,46200
2010-07-21,22.62,22.62,22.3,22.34,39800
2010-07-22,22.39,22.43,21.93,21.97,22700
